index,trial,block,image_left,image_right,old_image,new_image,button,subject_index,valid,idx_trial_subj,left_is_new,right_is_new,old_new_comb,category_left,category_right,time_left,time_right,longer_left,longer_right,avg_dur_left,avg_dur_right,longer_avg_dur_left,longer_avg_dur_right
3933,136,3,13,112,2,1,2,20,True,6634,True,False,1,natural,natural,0.6014558689717925,0.39854413102820746,True,False,264.4,292.0,False,True
3934,137,3,113,11,2,1,2,20,True,6683,True,False,1,humans,urban,0.7948490230905861,0.20515097690941386,True,False,223.75,231.0,False,True
3935,138,3,147,45,1,2,1,20,True,6732,False,True,3,indoor,urban,0.5645161290322581,0.43548387096774194,True,False,224.0,216.0,True,False
3936,139,3,183,95,2,1,2,20,True,6781,True,False,1,humans,faces,0.5451505016722408,0.45484949832775917,True,False,260.8,362.6666666666667,False,True
3937,140,3,19,10,2,1,1,20,True,6830,True,False,1,natural,natural,0.4750733137829912,0.5249266862170088,False,True,243.0,179.0,True,False
3938,141,3,84,67,2,1,2,20,True,6879,True,False,1,humans,faces,0.7346221441124781,0.26537785588752194,True,False,209.0,201.33333333333334,True,False
3939,142,3,165,37,1,2,1,20,True,6928,False,True,3,indoor,urban,0.7200392927308448,0.27996070726915523,True,False,209.42857142857142,285.0,False,True
3940,143,3,47,91,1,2,1,20,True,6977,False,True,3,humans,natural,0.4970817120622568,0.5029182879377432,False,True,204.4,206.8,False,True
3941,144,3,154,98,2,1,2,20,True,7026,True,False,1,humans,natural,0.3346938775510204,0.6653061224489796,False,True,205.0,326.0,False,True
3942,145,3,79,96,2,1,2,20,True,7075,True,False,1,humans,natural,0.810970464135021,0.1890295358649789,True,False,274.57142857142856,448.0,False,True
3943,146,3,94,175,2,1,2,20,True,7124,True,False,1,faces,humans,0.37101910828025475,0.6289808917197452,False,True,233.0,316.0,False,True
3944,147,3,195,120,1,2,1,20,True,7173,False,True,3,natural,urban,0.6556808326105811,0.3443191673894189,True,False,302.4,198.5,True,False
3945,148,3,132,116,1,2,1,20,True,7222,False,True,3,urban,natural,0.6740804106073567,0.32591958939264326,True,False,315.2,254.0,True,False
3946,149,3,115,17,1,2,1,20,True,7271,False,True,3,natural,natural,0.1581439393939394,0.8418560606060606,False,True,167.0,222.25,False,True
3947,150,3,169,14,1,2,1,20,True,7320,False,True,3,urban,urban,0.2573149741824441,0.7426850258175559,False,True,199.33333333333334,215.75,False,True
3948,151,3,138,88,2,1,2,20,True,7369,True,False,1,natural,urban,0.34527972027972026,0.6547202797202797,False,True,197.5,249.66666666666666,False,True
3949,152,3,180,145,2,1,2,20,True,7418,True,False,1,faces,natural,0.2309941520467836,0.7690058479532164,False,True,237.0,315.6,False,True
3950,153,3,77,93,2,1,2,20,True,7467,True,False,1,natural,faces,0.8528455284552846,0.14715447154471545,True,False,262.25,362.0,False,True
3951,154,3,120,153,1,2,1,20,True,7516,False,True,3,urban,urban,0.6590909090909091,0.3409090909090909,True,False,290.0,250.0,True,False
3952,155,3,58,6,2,1,2,20,True,7565,True,False,1,humans,urban,0.7008849557522124,0.2991150442477876,True,False,176.0,338.0,False,True
3953,156,3,181,113,2,1,2,20,True,7614,True,False,1,natural,humans,0.3364016736401674,0.6635983263598326,False,True,201.0,264.3333333333333,False,True
3954,157,3,196,197,1,2,1,20,True,7663,False,True,3,humans,urban,1.0,0.0,True,False,265.1111111111111,,False,False
3955,158,3,59,100,1,2,1,20,True,7712,False,True,3,humans,faces,0.8676470588235294,0.1323529411764706,True,False,265.5,324.0,False,True
3956,159,3,48,170,2,1,2,20,True,7761,True,False,1,indoor,urban,0.6194368755676658,0.38056312443233425,True,False,227.33333333333334,209.5,True,False
3957,160,3,131,138,2,1,2,20,True,7810,True,False,1,urban,natural,0.5270758122743683,0.4729241877256318,True,False,233.6,262.0,False,True
3958,161,3,3,19,2,1,1,20,True,7859,True,False,1,urban,natural,0.5311926605504587,0.4688073394495413,True,False,231.6,204.4,True,False
3959,162,3,78,94,2,1,2,20,True,7908,True,False,1,natural,faces,0.9416058394160584,0.058394160583941604,True,False,290.25,144.0,True,False
3960,163,3,127,161,2,1,2,20,True,7957,True,False,1,faces,urban,0.43348837209302327,0.5665116279069767,False,True,155.33333333333334,243.6,False,True
3961,164,3,90,180,2,1,2,20,True,8006,True,False,1,urban,faces,0.6807017543859649,0.3192982456140351,True,False,258.6666666666667,242.66666666666666,True,False
3962,165,3,194,29,1,2,1,20,True,8055,False,True,3,natural,urban,0.6218340611353712,0.37816593886462885,True,False,178.0,173.2,True,False
3963,166,3,27,109,1,2,1,20,True,8104,False,True,3,urban,faces,0.6900175131348512,0.30998248686514884,True,False,225.14285714285714,177.0,True,False
3964,167,3,21,128,1,2,1,20,True,8153,False,True,3,urban,humans,0.370817843866171,0.629182156133829,False,True,199.5,270.8,False,True
3965,168,3,35,179,1,2,1,20,True,8202,False,True,3,humans,humans,0.23185988323603002,0.76814011676397,False,True,278.0,204.66666666666666,True,False
3966,169,3,135,153,2,1,2,20,True,8251,True,False,1,faces,urban,0.9030131826741996,0.09698681732580038,True,False,239.75,206.0,True,False
3967,170,3,1,87,1,2,1,20,True,8300,False,True,3,natural,urban,0.5404651162790698,0.4595348837209302,True,False,232.4,247.0,False,True
3968,171,3,108,45,2,1,2,20,True,8349,True,False,1,urban,urban,0.41970443349753694,0.5802955665024631,False,True,142.0,235.6,False,True
3969,172,3,127,25,1,2,1,20,True,8398,False,True,3,faces,urban,0.4834782608695652,0.5165217391304348,False,True,278.0,198.0,True,False
3970,173,3,142,144,1,2,1,20,True,8447,False,True,3,humans,natural,0.5,0.5,False,False,228.4,163.14285714285714,True,False
3971,174,3,7,79,2,1,2,20,True,8496,True,False,1,humans,humans,0.5618604651162791,0.4381395348837209,True,False,241.6,235.5,True,False
3972,175,3,33,55,2,1,2,20,True,8545,True,False,1,urban,urban,0.35135135135135137,0.6486486486486487,False,True,188.5,198.85714285714286,False,True
3973,176,4,13,14,0,0,0,20,True,8594,False,False,2,natural,urban,0.6891495601173021,0.31085043988269795,True,False,235.0,212.0,True,False
3974,177,4,100,124,0,0,0,20,True,8643,False,False,2,faces,faces,0.39983235540653816,0.6001676445934618,False,True,238.5,358.0,False,True
3975,178,4,87,48,0,0,0,20,True,8692,False,False,2,urban,indoor,0.49954001839926404,0.500459981600736,False,True,217.2,181.33333333333334,True,False
3976,179,4,77,23,0,0,0,20,True,8741,False,False,2,natural,humans,0.8579418344519015,0.14205816554809844,True,False,191.75,254.0,False,True
3977,180,4,36,58,0,0,0,20,True,8790,False,False,2,indoor,humans,0.16911130284728215,0.8308886971527178,False,True,196.0,275.14285714285717,False,True
3978,181,4,7,144,0,0,0,20,True,8839,False,False,2,humans,natural,0.5039929015084295,0.49600709849157054,True,False,227.2,186.33333333333334,True,False
3979,182,4,38,131,0,0,0,20,False,8888,False,False,2,urban,urban,0.3561181434599156,0.6438818565400843,False,True,211.0,218.0,False,True
3980,183,4,29,17,0,0,0,20,True,8937,False,False,2,urban,natural,0.866079295154185,0.13392070484581498,True,False,218.44444444444446,152.0,True,False
3981,184,4,60,91,0,0,0,20,True,8986,False,False,2,urban,natural,0.7711069418386491,0.22889305816135083,True,False,234.85714285714286,162.66666666666666,True,False
3982,185,4,108,128,0,0,0,20,True,9035,False,False,2,urban,humans,0.5957446808510638,0.40425531914893614,True,False,364.0,329.3333333333333,True,False
3983,186,4,154,71,0,0,0,20,True,9084,False,False,2,humans,urban,1.0,0.0,True,False,283.3333333333333,,False,False
3984,187,4,167,3,0,0,0,20,True,9133,False,False,2,noise,urban,0.07191448007774538,0.9280855199222546,False,True,148.0,191.0,False,True
3985,188,4,148,25,0,0,0,20,True,9182,False,False,2,natural,urban,0.5957066189624329,0.40429338103756707,True,False,222.0,226.0,False,True
3986,189,4,109,8,0,0,0,20,True,9231,False,False,2,faces,indoor,1.0,0.0,True,False,240.44444444444446,,False,False
3987,190,4,72,46,0,0,0,20,True,9280,False,False,2,natural,urban,0.7465690759377859,0.25343092406221407,True,False,272.0,277.0,False,True
3988,191,4,37,20,0,0,0,20,False,9329,False,False,2,urban,urban,0.6574225122349103,0.3425774877650897,True,False,230.28571428571428,210.0,True,False
3989,192,4,135,90,0,0,0,20,True,9378,False,False,2,faces,urban,1.0,0.0,True,False,272.8888888888889,,False,False
3990,193,4,116,150,0,0,0,20,True,9427,False,False,2,natural,faces,0.222990492653414,0.777009507346586,False,True,172.0,224.75,False,True
3991,194,4,57,12,0,0,0,20,True,9476,False,False,2,humans,urban,0.6582397003745318,0.34176029962546817,True,False,281.2,182.5,True,False
3992,195,4,179,134,0,0,0,20,True,9525,False,False,2,humans,urban,0.7223607647547797,0.2776392352452203,True,False,217.25,334.0,False,True
3993,196,4,84,40,0,0,0,20,True,9574,False,False,2,humans,urban,1.0,0.0,True,False,250.6,,False,False
3994,197,4,49,197,0,0,0,20,True,9623,False,False,2,urban,urban,0.7661737523105361,0.23382624768946395,True,False,207.25,253.0,False,True
3995,198,4,181,33,0,0,0,20,True,9672,False,False,2,natural,urban,0.19865642994241842,0.8013435700575816,False,True,207.0,278.3333333333333,False,True
3996,199,4,62,78,0,0,0,20,True,9721,False,False,2,urban,natural,0.23097826086956522,0.7690217391304348,False,True,170.0,283.0,False,True
3997,200,4,183,123,0,0,0,20,True,9770,False,False,2,humans,humans,0.8139737991266376,0.18602620087336244,True,False,266.2857142857143,213.0,True,False
3998,1,1,164,18,0,0,0,21,True,20,True,True,4,natural,urban,0.412082957619477,0.587917042380523,False,True,228.5,217.33333333333334,True,False
3999,2,1,145,89,0,0,0,21,True,69,True,True,4,natural,urban,0.7098360655737705,0.2901639344262295,True,False,433.0,177.0,True,False
4000,3,1,53,40,0,0,0,21,True,118,True,True,4,humans,urban,0.17402597402597403,0.825974025974026,False,True,201.0,238.5,False,True
4001,4,1,11,25,0,0,0,21,True,167,True,True,4,urban,urban,0.6131004366812227,0.3868995633187773,True,False,234.0,221.5,True,False
4002,5,1,88,180,0,0,0,21,True,216,True,True,4,urban,faces,0.804006968641115,0.19599303135888502,True,False,263.7142857142857,150.0,True,False
4003,6,1,44,194,0,0,0,21,True,265,True,True,4,natural,natural,0.5836397058823529,0.4163602941176471,True,False,211.66666666666666,151.0,True,False
4004,7,1,179,178,0,0,0,21,True,314,True,True,4,humans,urban,0.43307757885763,0.56692242114237,False,True,203.2,221.66666666666666,False,True
4005,8,1,127,69,0,0,0,21,True,363,True,True,4,faces,urban,0.2531752751905165,0.7468247248094835,False,True,199.33333333333334,220.5,False,True
4006,9,1,1,48,0,0,0,21,True,412,True,True,4,natural,indoor,0.2663716814159292,0.7336283185840708,False,True,200.66666666666666,207.25,False,True
4007,10,1,175,188,0,0,0,21,True,461,True,True,4,humans,humans,0.5842198581560284,0.4157801418439716,True,False,219.66666666666666,156.33333333333334,True,False
4008,11,1,195,182,0,0,0,21,True,510,True,True,4,natural,urban,0.5922818791946308,0.4077181208053691,True,False,282.4,243.0,True,False
4009,12,1,66,196,0,0,0,21,True,559,True,True,4,natural,humans,0.6390532544378699,0.3609467455621302,True,False,252.0,170.8,True,False
4010,13,1,98,137,0,0,0,21,True,608,True,True,4,natural,natural,0.6456140350877193,0.3543859649122807,True,False,184.0,202.0,False,True
4011,14,1,93,119,0,0,0,21,True,657,True,True,4,faces,humans,0.40425531914893614,0.5957446808510638,False,True,228.0,192.0,True,False
4012,15,1,166,87,0,0,0,21,True,706,True,True,4,natural,urban,0.7760330578512397,0.22396694214876034,True,False,268.2857142857143,180.66666666666666,True,False
4013,16,1,95,65,0,0,0,21,True,755,True,True,4,faces,natural,0.14079728583545378,0.8592027141645462,False,True,166.0,253.25,False,True
4014,17,1,76,158,0,0,0,21,True,804,True,True,4,faces,urban,0.15311004784688995,0.84688995215311,False,True,384.0,303.42857142857144,True,False
4015,18,1,26,55,0,0,0,21,True,853,True,True,4,urban,urban,0.4816112084063047,0.5183887915936952,False,True,275.0,197.33333333333334,True,False
4016,19,1,191,141,0,0,0,21,True,902,True,True,4,faces,indoor,0.778652668416448,0.22134733158355205,True,False,254.28571428571428,168.66666666666666,True,False
4017,20,1,113,111,0,0,0,21,True,951,True,True,4,humans,faces,0.7403361344537815,0.2596638655462185,True,False,220.25,206.0,True,False
4018,21,1,17,116,0,0,0,21,False,1000,True,True,4,natural,natural,0.37371134020618557,0.6262886597938144,False,True,435.0,243.0,True,False
4019,22,1,129,56,0,0,0,21,True,1049,True,True,4,natural,natural,0.41798941798941797,0.582010582010582,False,True,237.0,188.57142857142858,True,False
4020,23,1,27,146,0,0,0,21,True,1098,True,True,4,urban,indoor,0.5714285714285714,0.42857142857142855,True,False,265.6,199.2,True,False
4021,24,1,79,189,0,0,0,21,True,1147,True,True,4,humans,natural,0.4808510638297872,0.5191489361702127,False,True,226.0,244.0,False,True
4022,25,1,163,84,0,0,0,21,True,1196,True,True,4,urban,humans,0.08976510067114093,0.910234899328859,False,True,214.0,241.11111111111111,False,True
4023,26,2,175,51,1,2,2,21,True,1245,False,True,3,humans,urban,0.2805005213764338,0.7194994786235662,False,True,179.33333333333334,197.14285714285714,False,True
4024,27,2,26,86,1,2,2,21,True,1294,False,True,3,urban,natural,0.15932203389830507,0.8406779661016949,False,True,188.0,396.8,False,True
4025,28,2,137,80,1,2,2,21,True,1343,False,True,3,natural,natural,0.38260135135135137,0.6173986486486487,False,True,226.5,292.4,False,True
4026,29,2,88,13,1,2,2,21,True,1392,False,True,3,urban,natural,0.16006467259498788,0.8399353274050121,False,True,396.0,296.85714285714283,True,False
4027,30,2,95,114,1,2,2,21,True,1441,False,True,3,faces,humans,0.19581589958158996,0.80418410041841,False,True,468.0,213.55555555555554,True,False
4028,31,2,119,157,1,2,2,21,True,1490,False,True,3,humans,humans,0.43429068755439515,0.5657093124456049,False,True,332.6666666666667,216.66666666666666,True,False
4029,32,2,63,141,2,1,1,21,True,1539,True,False,1,faces,indoor,0.7273456295108259,0.272654370489174,True,False,604.6666666666666,226.66666666666666,True,False
4030,33,2,46,87,2,1,1,21,True,1588,True,False,1,urban,urban,0.7495755517826825,0.25042444821731746,True,False,353.2,147.5,True,False
4031,34,2,22,158,2,1,1,21,True,1637,True,False,1,natural,urban,0.6678476527900797,0.33215234720992026,True,False,301.6,250.0,True,False
4032,35,2,178,6,1,2,2,21,True,1686,False,True,3,urban,urban,0.49560117302052786,0.5043988269794721,False,True,253.5,206.4,True,False
4033,36,2,188,15,1,2,2,21,True,1735,False,True,3,humans,humans,0.4316546762589928,0.5683453237410072,False,True,160.0,180.57142857142858,False,True
4034,37,2,147,93,2,1,1,21,True,1784,True,False,1,indoor,faces,0.585016835016835,0.414983164983165,True,False,231.66666666666666,246.5,False,True
4035,38,2,123,13,2,1,1,21,True,1833,True,False,1,humans,natural,0.5264069264069264,0.47359307359307357,True,False,304.0,273.5,True,False
4036,39,2,32,84,2,1,1,21,True,1882,True,False,1,indoor,humans,0.5666957279860506,0.43330427201394944,True,False,260.0,248.5,True,False
4037,40,2,172,1,2,1,1,21,True,1931,True,False,1,urban,natural,0.3736842105263158,0.6263157894736842,False,True,213.0,238.0,False,True
4038,41,2,113,54,1,2,2,21,True,1980,False,True,3,humans,urban,0.16048317515099222,0.8395168248490078,False,True,186.0,216.22222222222223,False,True
4039,42,2,86,104,1,2,2,21,True,2029,False,True,3,natural,indoor,0.3210922787193974,0.6789077212806026,False,True,170.5,360.5,False,True
4040,43,2,24,127,2,1,1,21,True,2078,True,False,1,indoor,faces,0.754356846473029,0.24564315352697094,True,False,259.7142857142857,197.33333333333334,True,False
4041,44,2,108,27,2,1,1,21,True,2127,True,False,1,urban,urban,0.5472910927456383,0.4527089072543618,True,False,198.66666666666666,246.5,False,True
4042,45,2,60,166,2,1,1,21,True,2176,True,False,1,urban,natural,0.3285841495992876,0.6714158504007124,False,True,246.0,215.42857142857142,True,False
4043,46,2,22,186,1,2,2,21,True,2225,False,True,3,natural,urban,0.62109375,0.37890625,True,False,254.4,194.0,True,False
4044,47,2,189,16,1,2,2,21,True,2274,False,True,3,natural,noise,0.7309340188517567,0.26906598114824337,True,False,243.71428571428572,209.33333333333334,True,False
4045,48,2,83,147,2,1,1,21,True,2323,True,False,1,humans,indoor,0.8831275720164609,0.1168724279835391,True,False,195.0909090909091,284.0,False,True
4046,49,2,146,181,1,2,2,21,True,2372,False,True,3,indoor,natural,0.73046875,0.26953125,True,False,213.71428571428572,184.0,True,False
4047,50,2,63,62,1,2,2,21,True,2421,False,True,3,faces,urban,0.36272727272727273,0.6372727272727273,False,True,199.5,233.66666666666666,False,True
4048,51,2,67,44,2,1,1,21,True,2470,True,False,1,faces,natural,0.6575073601570167,0.34249263984298334,True,False,167.5,232.66666666666666,False,True
4049,52,2,61,104,2,1,1,21,True,2519,True,False,1,natural,indoor,0.3027121609798775,0.6972878390201225,False,True,230.66666666666666,227.71428571428572,True,False
4050,53,2,196,45,1,2,2,21,True,2568,False,True,3,humans,urban,0.6787827557058326,0.32121724429416737,True,False,229.42857142857142,253.33333333333334,False,True
4051,54,2,7,172,2,1,1,21,True,2617,True,False,1,humans,urban,0.5327272727272727,0.4672727272727273,True,False,195.33333333333334,257.0,False,True
4052,55,2,156,40,2,1,1,21,True,2666,True,False,1,urban,urban,0.1542056074766355,0.8457943925233645,False,True,165.0,258.57142857142856,False,True
4053,56,2,42,123,2,1,1,21,True,2715,True,False,1,noise,humans,0.2757417102966841,0.7242582897033158,False,True,316.0,237.14285714285714,True,False
4054,57,2,110,18,2,1,1,21,True,2764,True,False,1,faces,urban,0.39928698752228164,0.6007130124777184,False,True,298.6666666666667,168.5,True,False
4055,58,2,145,78,1,2,2,21,True,2813,False,True,3,natural,natural,0.48378839590443684,0.5162116040955631,False,True,283.5,242.0,True,False
4056,59,2,182,20,1,2,2,21,True,2862,False,True,3,urban,urban,0.6060606060606061,0.3939393939393939,True,False,200.0,227.5,False,True
4057,60,2,194,135,1,2,2,21,True,2911,False,True,3,natural,faces,0.30827702702702703,0.691722972972973,False,True,182.5,273.0,False,True
4058,61,2,59,56,2,1,1,21,True,2960,True,False,1,humans,natural,0.5539696699375558,0.44603033006244425,True,False,207.0,200.0,True,False
4059,62,2,43,67,2,1,1,21,True,3009,True,False,1,urban,faces,0.6230058774139379,0.37699412258606213,True,False,296.8,224.5,True,False
4060,63,2,4,17,2,1,1,21,True,3058,True,False,1,indoor,natural,0.35061262959472195,0.649387370405278,False,True,248.0,229.66666666666666,True,False
4061,64,2,61,103,1,2,2,21,True,3107,False,True,3,natural,natural,0.5108695652173914,0.4891304347826087,True,False,282.0,154.28571428571428,True,False
4062,65,2,14,78,2,1,1,21,True,3156,True,False,1,urban,natural,0.7800338409475466,0.21996615905245348,True,False,263.42857142857144,260.0,True,False
4063,66,2,79,99,1,2,2,21,True,3205,False,True,3,humans,indoor,0.18491921005385997,0.8150807899461401,False,True,206.0,201.77777777777777,True,False
4064,67,2,60,160,1,2,2,21,True,3254,False,True,3,urban,faces,0.3105263157894737,0.6894736842105263,False,True,236.0,224.57142857142858,True,False
4065,68,2,135,82,1,2,2,21,True,3303,False,True,3,faces,urban,0.27532679738562094,0.7246732026143791,False,True,337.0,221.75,True,False
4066,69,2,75,25,2,1,1,21,True,3352,True,False,1,faces,urban,0.49955634427684115,0.5004436557231589,False,True,225.2,282.0,False,True
4067,70,2,29,103,2,1,1,21,False,3401,True,False,1,urban,natural,0.19080659150043366,0.8091934084995663,False,True,220.0,233.25,False,True
4068,71,2,46,149,1,2,2,21,True,3450,False,True,3,urban,natural,0.17819148936170212,0.8218085106382979,False,True,201.0,264.85714285714283,False,True
4069,72,2,50,76,2,1,1,21,True,3499,True,False,1,natural,faces,0.37542662116040953,0.6245733788395904,False,True,293.3333333333333,209.14285714285714,True,False
4070,73,2,179,117,1,2,2,21,True,3548,False,True,3,humans,natural,0.7036713286713286,0.29632867132867136,True,False,322.0,226.0,True,False
4071,74,2,134,83,2,1,1,21,True,3597,True,False,1,urban,humans,0.5185512367491166,0.48144876325088337,True,False,293.5,218.0,True,False
4072,75,2,28,55,2,1,1,21,True,3646,True,False,1,natural,urban,0.21241258741258742,0.7875874125874126,False,True,243.0,200.22222222222223,True,False
4073,76,2,45,169,1,2,2,21,True,3695,False,True,3,urban,urban,0.2460456942003515,0.7539543057996485,False,True,186.66666666666666,245.14285714285714,False,True
4074,77,2,150,6,2,1,1,21,True,3744,True,False,1,faces,urban,0.5307359307359307,0.4692640692640693,True,False,204.33333333333334,271.0,False,True
4075,78,2,152,181,2,1,1,21,True,3793,True,False,1,urban,natural,0.8298582151793161,0.1701417848206839,True,False,221.11111111111111,204.0,True,False
4076,79,2,116,5,1,2,2,21,True,3842,False,True,3,natural,indoor,0.20681265206812652,0.7931873479318735,False,True,255.0,326.0,False,True
4077,80,2,160,168,1,2,2,21,True,3891,False,True,3,faces,urban,0.20185029436501262,0.7981497056349874,False,True,240.0,237.25,True,False
4078,81,2,66,105,1,2,2,21,True,3940,False,True,3,natural,humans,0.6716681376875552,0.3283318623124448,True,False,190.25,186.0,True,False
4079,82,2,197,98,2,1,1,21,True,3989,True,False,1,urban,natural,0.47338403041825095,0.526615969581749,False,True,199.2,277.0,False,True
4080,83,2,12,15,2,1,1,21,True,4038,True,False,1,urban,humans,0.7923008057296329,0.20769919427036707,True,False,196.66666666666666,154.66666666666666,True,False
4081,84,2,186,162,1,2,2,21,True,4087,False,True,3,urban,urban,0.42448614834673815,0.5755138516532619,False,True,237.5,184.0,True,False
4082,85,2,187,11,2,1,1,21,True,4136,True,False,1,urban,urban,0.571917808219178,0.4280821917808219,True,False,222.66666666666666,200.0,True,False
4083,86,2,47,129,2,1,1,21,True,4185,True,False,1,humans,natural,0.73215859030837,0.26784140969162995,True,False,237.42857142857142,202.66666666666666,True,False
4084,87,2,81,65,2,1,1,21,True,4234,True,False,1,urban,natural,0.5470643056849953,0.45293569431500463,True,False,195.66666666666666,243.0,False,True
4085,88,2,133,152,2,1,1,21,True,4283,True,False,1,humans,urban,0.5379188712522046,0.4620811287477954,True,False,305.0,209.6,True,False
4086,89,2,198,20,2,1,1,21,True,4332,True,False,1,humans,urban,0.3781009409751925,0.6218990590248076,False,True,221.0,242.33333333333334,False,True
4087,90,2,51,124,1,2,1,21,True,4381,False,True,3,urban,faces,0.5266222961730449,0.4733777038269551,True,False,253.2,284.5,False,True
4088,91,2,59,193,1,2,2,21,True,4430,False,True,3,humans,natural,0.614218009478673,0.385781990521327,True,False,216.0,203.5,True,False
4089,92,2,62,109,1,2,2,21,True,4479,False,True,3,urban,faces,0.10186757215619695,0.8981324278438031,False,True,240.0,264.5,False,True
4090,93,2,114,151,1,2,2,21,True,4528,False,True,3,humans,indoor,0.6945642795513374,0.30543572044866263,True,False,201.25,177.0,True,False
4091,94,2,48,115,1,2,2,21,True,4577,False,True,3,indoor,natural,0.3155473781048758,0.6844526218951242,False,True,228.66666666666666,248.0,False,True
4092,95,2,71,110,2,1,1,21,True,4626,True,False,1,urban,faces,0.5085324232081911,0.49146757679180886,True,False,298.0,230.4,True,False
4093,96,2,5,96,1,2,2,21,True,4675,False,True,3,indoor,natural,0.44574290484140233,0.5542570951585977,False,True,213.6,332.0,False,True
4094,97,2,31,24,2,1,1,21,True,4724,True,False,1,faces,indoor,0.8068481123792801,0.19315188762071994,True,False,262.57142857142856,220.0,True,False
4095,98,2,23,47,2,1,1,21,True,4773,True,False,1,humans,humans,0.9100932994062765,0.0899067005937235,True,False,214.6,212.0,True,False
4096,99,2,42,132,1,2,2,21,True,4822,False,True,3,noise,urban,0.11567476948868399,0.8843252305113161,False,True,276.0,263.75,True,False
4097,100,2,115,122,1,2,2,21,True,4871,False,True,3,natural,humans,0.21398124467178176,0.7860187553282183,False,True,251.0,230.5,True,False
4098,101,3,133,92,1,2,1,21,True,4920,False,True,3,humans,urban,0.6632270168855535,0.33677298311444653,True,False,235.66666666666666,239.33333333333334,False,True
4099,102,3,162,30,1,2,1,21,True,4969,False,True,3,urban,indoor,0.7753818508535489,0.22461814914645103,True,False,246.57142857142858,250.0,False,True
4100,103,3,144,149,2,1,2,21,False,5018,True,False,1,natural,natural,0.6916043225270158,0.3083956774729842,True,False,237.71428571428572,247.33333333333334,False,True
4101,104,3,192,198,2,1,2,21,True,5067,True,False,1,urban,humans,0.7472984206151289,0.25270157938487114,True,False,224.75,202.66666666666666,True,False
4102,105,3,174,134,2,1,2,21,True,5116,True,False,1,urban,urban,0.45796847635726795,0.542031523642732,False,True,174.33333333333334,247.6,False,True
4103,106,3,140,69,2,1,2,21,True,5165,True,False,1,indoor,urban,0.30808080808080807,0.6919191919191919,False,True,244.0,274.0,False,True
4104,107,3,157,90,1,2,1,21,True,5214,False,True,3,humans,urban,0.5328345802161264,0.46716541978387366,True,False,213.66666666666666,281.0,False,True
4105,108,3,19,168,2,1,2,21,True,5263,True,False,1,natural,urban,0.7230347349177331,0.27696526508226693,True,False,226.0,151.5,True,False
4106,109,3,171,4,2,1,2,21,True,5312,True,False,1,humans,indoor,0.5421276595744681,0.45787234042553193,True,False,254.8,179.33333333333334,True,False
4107,110,3,150,136,1,2,1,21,True,5361,False,True,3,faces,urban,0.6088777219430486,0.39112227805695143,True,False,207.71428571428572,311.3333333333333,False,True
4108,111,3,7,73,1,2,1,21,False,5410,False,True,3,humans,humans,0.5577249575551783,0.44227504244482174,True,False,262.8,260.5,True,False
4109,112,3,148,109,2,1,2,21,True,5459,True,False,1,natural,faces,0.7418032786885246,0.2581967213114754,True,False,301.6666666666667,210.0,True,False
4110,113,3,74,23,2,1,2,21,True,5508,True,False,1,urban,humans,0.3950381679389313,0.6049618320610687,False,True,207.0,317.0,False,True
4111,114,3,71,138,1,2,1,21,True,5557,False,True,3,urban,natural,0.7233864207879296,0.2766135792120704,True,False,215.75,220.0,False,True
4112,115,3,77,124,2,1,2,21,True,5606,True,False,1,natural,faces,0.2725709372312984,0.7274290627687017,False,True,211.33333333333334,241.71428571428572,False,True
4113,116,3,96,34,1,2,1,21,True,5655,False,True,3,natural,urban,0.28498727735368956,0.7150127226463104,False,True,336.0,240.85714285714286,True,False
4114,117,3,82,68,1,2,1,21,True,5704,False,True,3,urban,urban,0.33496332518337407,0.6650366748166259,False,True,274.0,272.0,True,False
4115,118,3,126,73,2,1,2,21,True,5753,True,False,1,natural,humans,0.3347210657785179,0.6652789342214821,False,True,268.0,228.28571428571428,True,False
4116,119,3,169,161,1,2,1,21,True,5802,False,True,3,urban,urban,0.6756521739130434,0.3243478260869565,True,False,259.0,149.2,True,False
4117,120,3,53,154,1,2,1,21,True,5851,False,True,3,humans,humans,0.6467576791808873,0.3532423208191126,True,False,252.66666666666666,165.6,True,False
4118,121,3,173,75,2,1,2,21,True,5900,True,False,1,natural,faces,0.3576271186440678,0.6423728813559322,False,True,281.3333333333333,252.66666666666666,True,False
4119,122,3,30,190,1,2,1,21,True,5949,False,True,3,indoor,indoor,0.6372180451127819,0.36278195488721804,True,False,226.0,193.0,True,False
4120,123,3,170,74,2,1,2,21,False,5998,True,False,1,urban,urban,0.2974874371859296,0.7025125628140704,False,True,296.0,233.0,True,False
4121,124,3,70,163,2,1,2,21,True,6047,True,False,1,natural,urban,0.3184549356223176,0.6815450643776824,False,True,185.5,264.6666666666667,False,True
4122,125,3,180,199,1,2,1,21,True,6096,False,True,3,faces,natural,0.5202360876897133,0.4797639123102867,True,False,308.5,284.5,True,False
4123,126,3,192,72,1,2,1,21,True,6145,False,True,3,urban,natural,0.24608695652173912,0.7539130434782608,False,True,188.66666666666666,247.71428571428572,False,True
4124,127,3,159,16,2,1,2,21,True,6194,True,False,1,indoor,noise,0.8636363636363636,0.13636363636363635,True,False,361.0,342.0,True,False
4125,128,3,50,128,1,2,1,21,True,6243,False,True,3,natural,humans,0.5758354755784062,0.4241645244215938,True,False,268.8,247.5,True,False
