index,trial,block,image_left,image_right,old_image,new_image,button,subject_index,valid,idx_trial_subj,left_is_new,right_is_new,old_new_comb,category_left,category_right,time_left,time_right,longer_left,longer_right,avg_dur_left,avg_dur_right,longer_avg_dur_left,longer_avg_dur_right
0,1,1,68,80,0,0,0,1,True,0,True,True,4,urban,natural,0.3706233988044407,0.6293766011955594,False,True,217.0,245.66666666666666,False,True
1,2,1,47,151,0,0,0,1,True,49,True,True,4,humans,indoor,0.15919487648673375,0.8408051235132662,False,True,174.0,229.75,False,True
2,3,1,156,54,0,0,0,1,True,98,True,True,4,urban,urban,0.3384201077199282,0.6615798922800719,False,True,188.5,210.57142857142858,False,True
3,4,1,44,183,0,0,0,1,True,147,True,True,4,natural,humans,0.3182214472537053,0.6817785527462947,False,True,182.5,391.0,False,True
4,5,1,155,149,0,0,0,1,True,196,True,True,4,urban,natural,0.4781491002570694,0.5218508997429306,False,True,223.2,203.0,True,False
5,6,1,69,141,0,0,0,1,True,245,True,True,4,urban,indoor,0.5980565371024735,0.4019434628975265,True,False,225.66666666666666,227.5,False,True
6,7,1,39,171,0,0,0,1,True,294,True,True,4,urban,humans,0.23111510791366907,0.7688848920863309,False,True,171.33333333333334,190.0,False,True
7,8,1,86,78,0,0,0,1,True,343,True,True,4,natural,natural,0.3336363636363636,0.6663636363636364,False,True,244.66666666666666,183.25,True,False
8,9,1,142,79,0,0,0,1,True,392,True,True,4,humans,humans,0.47048300536672627,0.5295169946332737,False,True,175.33333333333334,296.0,False,True
9,10,1,7,135,0,0,0,1,True,441,True,True,4,humans,faces,0.0,1.0,False,True,,304.75,False,False
10,11,1,119,11,0,0,0,1,True,490,True,True,4,humans,urban,0.25775862068965516,0.7422413793103448,False,True,199.33333333333334,215.25,False,True
11,12,1,38,167,0,0,0,1,True,539,True,True,4,urban,noise,0.7198952879581152,0.2801047120418848,True,False,275.0,214.0,True,False
12,13,1,157,132,0,0,0,1,True,588,True,True,4,humans,urban,1.0,0.0,True,False,294.75,,False,False
13,14,1,82,49,0,0,0,1,True,637,True,True,4,urban,urban,0.20616740088105726,0.7938325991189428,False,True,156.0,257.42857142857144,False,True
14,15,1,96,32,0,0,0,1,True,686,True,True,4,natural,indoor,0.5968586387434555,0.4031413612565445,True,False,228.0,231.0,False,True
15,16,1,33,117,0,0,0,1,True,735,True,True,4,urban,natural,0.25462962962962965,0.7453703703703703,False,True,183.33333333333334,268.3333333333333,False,True
16,17,1,37,138,0,0,0,1,True,784,True,True,4,urban,natural,0.32842287694974004,0.67157712305026,False,True,252.66666666666666,258.3333333333333,False,True
17,18,1,62,188,0,0,0,1,True,833,True,True,4,urban,humans,0.37683823529411764,0.6231617647058824,False,True,164.0,169.5,False,True
18,19,1,46,57,0,0,0,1,True,882,True,True,4,urban,humans,0.4858447488584475,0.5141552511415525,False,True,266.0,160.85714285714286,True,False
19,20,1,195,106,0,0,0,1,True,931,True,True,4,natural,natural,0.6534653465346535,0.3465346534653465,True,False,207.42857142857142,256.6666666666667,False,True
20,21,1,104,170,0,0,0,1,True,980,True,True,4,indoor,urban,0.31922398589065254,0.6807760141093474,False,True,181.0,257.3333333333333,False,True
21,22,1,186,154,0,0,0,1,True,1029,True,True,4,urban,humans,0.5216240070609003,0.4783759929390997,True,False,236.4,180.66666666666666,True,False
22,23,1,182,197,0,0,0,1,True,1078,True,True,4,urban,urban,0.46003552397868563,0.5399644760213144,False,True,207.2,243.2,False,True
23,24,1,158,53,0,0,0,1,True,1127,True,True,4,urban,humans,0.2752761257434155,0.7247238742565846,False,True,216.0,243.71428571428572,False,True
24,25,1,22,36,0,0,0,1,True,1176,True,True,4,natural,indoor,0.700609225413403,0.299390774586597,True,False,201.25,229.33333333333334,False,True
25,26,2,200,39,2,1,1,1,True,1225,True,False,1,natural,urban,0.4337585868498528,0.5662414131501472,False,True,176.8,164.85714285714286,True,False
26,27,2,82,198,1,2,2,1,False,1274,False,True,3,urban,humans,0.3938294010889292,0.6061705989110708,False,True,173.6,190.85714285714286,False,True
27,28,2,188,179,1,2,2,1,True,1323,False,True,3,humans,humans,0.3407917383820998,0.6592082616179001,False,True,198.0,383.0,False,True
28,29,2,87,11,2,1,1,1,True,1372,True,False,1,urban,urban,0.5983122362869199,0.4016877637130802,True,False,236.33333333333334,190.4,True,False
29,30,2,46,115,1,2,2,1,True,1421,False,True,3,urban,natural,0.25998142989786444,0.7400185701021356,False,True,186.66666666666666,199.25,False,True
30,31,2,184,138,2,1,1,1,True,1470,True,False,1,indoor,natural,0.5477707006369427,0.45222929936305734,True,False,172.0,198.8,False,True
31,32,2,22,189,1,2,2,1,True,1519,False,True,3,natural,natural,0.39126637554585153,0.6087336244541485,False,True,179.2,278.8,False,True
32,33,2,173,44,2,1,1,1,True,1568,True,False,1,natural,natural,0.23402340234023403,0.765976597659766,False,True,260.0,212.75,True,False
33,34,2,155,161,1,2,2,1,True,1617,False,True,3,urban,urban,0.4897959183673469,0.5102040816326531,False,True,288.0,200.0,True,False
34,35,2,197,146,1,2,2,1,True,1666,False,True,3,urban,indoor,0.6715462031107045,0.3284537968892955,True,False,244.66666666666666,143.6,True,False
35,36,2,51,171,2,1,1,1,True,1715,True,False,1,urban,humans,0.4688073394495413,0.5311926605504587,False,True,204.4,231.6,False,True
36,37,2,101,167,2,1,2,1,True,1764,True,False,1,indoor,noise,0.8393829401088929,0.16061705989110708,True,False,185.0,354.0,False,True
37,38,2,189,56,1,2,2,1,True,1813,False,True,3,natural,natural,0.40293040293040294,0.5970695970695971,False,True,176.0,217.33333333333334,False,True
38,39,2,191,79,2,1,1,1,True,1862,True,False,1,faces,humans,0.6556808326105811,0.3443191673894189,True,False,189.0,397.0,False,True
39,40,2,177,195,2,1,1,1,True,1911,True,False,1,urban,natural,0.4224977856510186,0.5775022143489814,False,True,238.5,260.8,False,True
40,41,2,10,62,2,1,1,1,True,1960,True,False,1,natural,urban,0.3795620437956204,0.6204379562043796,False,True,208.0,194.28571428571428,True,False
41,42,2,144,184,2,1,1,1,True,2009,True,False,1,natural,indoor,0.7241681260945709,0.27583187390542907,True,False,206.75,210.0,False,True
42,43,2,60,96,2,1,1,1,True,2058,True,False,1,urban,natural,0.5777591973244147,0.4222408026755853,True,False,230.33333333333334,336.6666666666667,False,True
43,44,2,69,187,1,2,2,1,True,2107,False,True,3,urban,urban,0.6539888682745826,0.3460111317254174,True,False,176.25,186.5,False,True
44,45,2,161,110,1,2,2,1,True,2156,False,True,3,urban,faces,0.22493224932249323,0.7750677506775068,False,True,249.0,190.66666666666666,True,False
45,46,2,103,51,2,1,1,1,True,2205,True,False,1,natural,urban,0.6992014196983141,0.3007985803016859,True,False,225.14285714285714,226.0,False,True
46,47,2,80,13,1,2,2,1,True,2254,False,True,3,natural,natural,0.3111919927206551,0.6888080072793449,False,True,228.0,216.28571428571428,True,False
47,48,2,10,120,1,2,2,1,True,2303,False,True,3,natural,urban,0.08920985556499575,0.9107901444350043,False,True,105.0,238.22222222222223,False,True
48,49,2,24,177,2,1,1,1,True,2352,True,False,1,indoor,urban,0.4365217391304348,0.5634782608695652,False,True,200.8,259.2,False,True
49,50,2,164,135,2,1,1,1,True,2401,True,False,1,natural,faces,0.5388739946380697,0.46112600536193027,True,False,241.2,147.42857142857142,True,False
50,51,2,45,170,2,1,1,1,True,2450,True,False,1,urban,urban,0.5036563071297989,0.4963436928702011,True,False,183.66666666666666,217.2,False,True
51,52,2,94,158,2,1,1,1,True,2499,True,False,1,faces,urban,0.5255411255411255,0.47445887445887447,True,False,242.8,274.0,False,True
52,53,2,57,61,1,2,2,1,True,2548,False,True,3,humans,natural,0.38746690203000883,0.6125330979699912,False,True,219.5,231.33333333333334,False,True
53,54,2,144,5,1,2,2,1,True,2597,False,True,3,natural,indoor,0.3624878522837707,0.6375121477162293,False,True,186.5,164.0,True,False
54,55,2,198,73,1,2,2,1,True,2646,False,True,3,humans,humans,0.48440366972477067,0.5155963302752293,False,True,211.2,224.8,False,True
55,56,2,47,52,1,2,2,1,True,2695,False,True,3,humans,urban,0.48588537211291705,0.514114627887083,False,True,227.2,240.4,False,True
56,57,2,60,91,1,2,2,1,True,2744,False,True,3,urban,natural,0.4418819188191882,0.5581180811808119,False,True,191.6,201.66666666666666,False,True
57,58,2,107,33,2,1,1,1,True,2793,True,False,1,urban,urban,0.19651741293532338,0.8034825870646766,False,True,237.0,323.0,False,True
58,59,2,154,172,1,2,2,1,True,2842,False,True,3,humans,urban,0.3388646288209607,0.6611353711790393,False,True,155.2,216.28571428571428,False,True
59,60,2,61,26,1,2,2,1,True,2891,False,True,3,natural,urban,0.32386363636363635,0.6761363636363636,False,True,228.0,204.0,True,False
60,61,2,102,146,2,1,1,1,True,2940,True,False,1,humans,indoor,0.46842105263157896,0.531578947368421,False,True,213.6,173.14285714285714,True,False
61,62,2,120,105,1,2,2,1,True,2989,False,True,3,urban,humans,0.4804177545691906,0.5195822454308094,False,True,276.0,170.57142857142858,True,False
62,63,2,191,153,1,2,2,1,True,3038,False,True,3,faces,urban,0.42424242424242425,0.5757575757575758,False,True,158.66666666666666,258.4,False,True
63,64,2,106,113,1,2,2,1,True,3087,False,True,3,natural,humans,0.47707231040564374,0.5229276895943563,False,True,216.4,169.42857142857142,True,False
64,65,2,186,174,1,2,2,1,True,3136,False,True,3,urban,urban,0.2748487467588591,0.7251512532411409,False,True,159.0,239.71428571428572,False,True
65,66,2,32,9,1,2,2,1,True,3185,False,True,3,indoor,humans,0.5719237435008665,0.42807625649913345,True,False,188.57142857142858,164.66666666666666,True,False
66,67,2,173,165,1,2,2,1,True,3234,False,True,3,natural,indoor,0.6367414796342478,0.3632585203657523,True,False,306.4,218.5,True,False
67,68,2,3,132,2,1,1,1,True,3283,True,False,1,urban,urban,0.5845620121422377,0.41543798785776237,True,False,192.57142857142858,191.6,True,False
68,69,2,81,54,2,1,1,1,True,3332,True,False,1,urban,urban,0.26993865030674846,0.7300613496932515,False,True,205.33333333333334,208.25,False,True
69,70,2,15,102,2,1,1,1,True,3381,True,False,1,humans,humans,0.6288751107174491,0.37112488928255094,True,False,202.85714285714286,209.5,False,True
70,71,2,38,35,1,2,2,1,True,3430,False,True,3,urban,humans,0.5983971504897596,0.40160284951024044,True,False,192.0,150.33333333333334,True,False
71,72,2,95,5,2,1,1,1,True,3479,True,False,1,faces,indoor,0.6480541455160744,0.35194585448392557,True,False,218.85714285714286,277.3333333333333,False,True
72,73,2,174,178,1,2,2,1,True,3528,False,True,3,urban,urban,0.5082393755420642,0.49176062445793584,True,False,195.33333333333334,189.0,True,False
73,74,2,200,99,1,2,2,1,True,3577,False,True,3,natural,indoor,0.5508112724167379,0.44918872758326217,True,False,215.0,210.4,True,False
74,75,2,3,27,1,2,2,1,True,3626,False,True,3,urban,urban,0.5172413793103449,0.4827586206896552,True,False,200.0,186.66666666666666,True,False
75,76,2,181,36,2,1,1,1,True,3675,True,False,1,natural,indoor,0.6696428571428571,0.33035714285714285,True,False,214.28571428571428,148.0,True,False
76,77,2,192,141,2,1,2,1,True,3724,True,False,1,urban,indoor,0.7695067264573991,0.2304932735426009,True,False,214.5,128.5,True,False
77,78,2,73,19,1,2,1,1,True,3773,False,True,3,humans,natural,0.6310517529215359,0.36894824707846413,True,False,252.0,176.8,True,False
78,79,2,187,14,1,2,2,1,True,3822,False,True,3,urban,urban,0.5645295587010825,0.43547044129891754,True,False,271.2,209.2,True,False
79,80,2,7,128,1,2,2,1,True,3871,False,True,3,humans,humans,0.5430962343096234,0.45690376569037655,True,False,259.6,273.0,False,True
80,81,2,92,165,2,1,1,1,True,3920,True,False,1,urban,indoor,0.5117085862966175,0.48829141370338247,True,False,196.66666666666666,225.2,False,True
81,82,2,63,105,2,1,1,1,True,3969,True,False,1,faces,humans,0.5813117699910153,0.41868823000898475,True,False,161.75,186.4,False,True
82,83,2,119,163,1,2,2,1,True,4018,False,True,3,humans,urban,0.13943894389438943,0.8605610561056105,False,True,169.0,231.77777777777777,False,True
83,84,2,142,72,1,2,2,1,True,4067,False,True,3,humans,natural,0.7368421052631579,0.2631578947368421,True,False,196.0,186.66666666666666,True,False
84,85,2,91,126,1,2,2,1,True,4116,False,True,3,natural,natural,0.36106346483704976,0.6389365351629502,False,True,210.5,248.33333333333334,False,True
85,86,2,56,168,1,2,2,1,True,4165,False,True,3,natural,urban,0.20805998125585753,0.7919400187441424,False,True,148.0,169.0,False,True
86,87,2,59,99,2,1,1,1,True,4214,True,False,1,humans,indoor,0.5336206896551724,0.4663793103448276,True,False,154.75,216.4,False,True
87,88,2,88,52,2,1,2,1,True,4263,True,False,1,urban,urban,0.6471647164716472,0.35283528352835286,True,False,205.42857142857142,196.0,True,False
88,89,2,6,53,2,1,1,1,True,4312,True,False,1,urban,humans,0.35148514851485146,0.6485148514851485,False,True,213.0,224.57142857142858,False,True
89,90,2,48,178,2,1,1,1,True,4361,True,False,1,indoor,urban,0.6167718665464382,0.38322813345356177,True,False,228.0,141.66666666666666,True,False
90,91,2,34,126,2,1,1,1,True,4410,True,False,1,urban,natural,0.7472727272727273,0.25272727272727274,True,False,274.0,185.33333333333334,True,False
91,92,2,134,49,2,1,1,1,True,4459,True,False,1,urban,urban,0.532399299474606,0.46760070052539404,True,False,202.66666666666666,178.0,True,False
92,93,2,87,175,1,2,2,1,True,4508,False,True,3,urban,humans,0.4169611307420495,0.5830388692579506,False,True,236.0,188.57142857142858,True,False
93,94,2,59,127,1,2,2,1,True,4557,False,True,3,humans,faces,0.32310315430520037,0.6768968456947997,False,True,189.5,226.85714285714286,False,True
94,95,2,109,88,2,1,1,1,True,4606,True,False,1,faces,urban,0.2786596119929453,0.7213403880070547,False,True,210.66666666666666,233.71428571428572,False,True
95,96,2,75,192,2,1,1,1,True,4655,True,False,1,faces,urban,0.687778768956289,0.31222123104371097,True,False,192.75,233.33333333333334,False,True
96,97,2,65,6,2,1,1,1,True,4704,True,False,1,natural,urban,0.3485981308411215,0.6514018691588785,False,True,149.2,232.33333333333334,False,True
97,98,2,152,153,2,1,1,1,True,4753,True,False,1,urban,urban,0.881326352530541,0.11867364746945899,True,False,224.44444444444446,136.0,True,False
98,99,2,31,103,2,1,1,1,True,4802,True,False,1,faces,natural,0.6282271944922547,0.3717728055077453,True,False,182.5,216.0,False,True
99,100,2,17,92,2,1,1,1,True,4851,True,False,1,natural,urban,0.5385288966725044,0.46147110332749564,True,False,205.0,263.5,False,True
100,101,3,193,115,2,1,2,1,True,4900,True,False,1,natural,natural,0.34500426985482496,0.6549957301451751,False,True,202.0,219.14285714285714,False,True
101,102,3,181,1,1,2,1,1,True,4949,False,True,3,natural,natural,0.49868073878627966,0.5013192612137203,False,True,226.8,228.0,False,True
102,103,3,123,78,2,1,2,1,True,4998,True,False,1,humans,natural,0.5612153708668454,0.4387846291331546,True,False,179.42857142857142,196.4,False,True
103,104,3,19,162,1,2,1,1,True,5047,False,True,3,natural,urban,0.39361702127659576,0.6063829787234043,False,True,177.6,228.0,False,True
104,105,3,93,149,2,1,2,1,True,5096,True,False,1,faces,natural,0.5417406749555951,0.458259325044405,True,False,203.33333333333334,172.0,True,False
105,106,3,166,157,2,1,2,1,True,5145,True,False,1,natural,humans,0.5111111111111111,0.4888888888888889,True,False,230.0,157.14285714285714,True,False
106,107,3,81,118,1,2,1,1,True,5194,False,True,3,urban,natural,0.5207253886010362,0.4792746113989637,True,False,201.0,222.0,False,True
107,108,3,75,84,1,2,1,1,True,5243,False,True,3,faces,humans,0.0,1.0,False,True,,239.0,False,False
108,109,3,66,27,2,1,2,1,True,5292,True,False,1,natural,urban,0.5048888888888889,0.4951111111111111,True,False,227.2,159.14285714285714,True,False
109,110,3,4,152,2,1,2,1,True,5341,True,False,1,indoor,urban,0.40668296658516706,0.5933170334148329,False,True,499.0,242.66666666666666,True,False
110,111,3,137,164,2,1,1,1,True,5390,True,False,1,natural,natural,0.5773480662983426,0.42265193370165743,True,False,179.14285714285714,153.0,True,False
111,112,3,180,34,2,1,1,1,True,5439,True,False,1,faces,urban,0.581056466302368,0.41894353369763204,True,False,182.28571428571428,184.0,False,True
112,113,3,199,13,2,1,2,1,True,5488,True,False,1,natural,natural,0.4083769633507853,0.5916230366492147,False,True,187.2,226.0,False,True
113,114,3,194,84,2,1,2,1,True,5537,True,False,1,natural,humans,0.4500846023688663,0.5499153976311336,False,True,212.8,260.0,False,True
114,115,3,65,30,1,2,1,1,True,5586,False,True,3,natural,indoor,0.43213572854291415,0.5678642714570858,False,True,173.2,189.66666666666666,False,True
115,116,3,124,193,2,1,2,1,True,5635,True,False,1,faces,natural,0.40458715596330275,0.5954128440366973,False,True,147.0,259.6,False,True
116,117,3,137,58,1,2,1,1,True,5684,False,True,3,natural,humans,0.46146616541353386,0.5385338345864662,False,True,196.4,163.71428571428572,True,False
117,118,3,50,66,2,1,2,1,True,5733,True,False,1,natural,natural,0.26444833625218916,0.7355516637478109,False,True,201.33333333333334,240.0,False,True
118,119,3,42,101,2,1,2,1,True,5782,True,False,1,noise,indoor,0.2024432809773124,0.7975567190226877,False,True,232.0,228.5,True,False
119,120,3,43,179,2,1,1,1,True,5831,True,False,1,urban,humans,0.484526967285588,0.515473032714412,False,True,274.0,145.75,True,False
120,121,3,94,133,1,2,1,1,True,5880,False,True,3,faces,humans,0.5030146425495263,0.49698535745047373,True,False,233.6,230.8,True,False
121,122,3,37,136,1,2,1,1,True,5929,False,True,3,urban,urban,0.6954545454545454,0.30454545454545456,True,False,255.0,167.5,True,False
122,123,3,70,172,2,1,2,1,True,5978,True,False,1,natural,urban,0.5825491873396065,0.4174508126603935,True,False,227.0,195.2,True,False
123,124,3,199,8,1,2,1,1,True,6027,False,True,3,natural,indoor,0.5617977528089888,0.43820224719101125,True,False,185.71428571428572,202.8,False,True
124,125,3,117,122,1,2,1,1,True,6076,False,True,3,natural,humans,0.6297872340425532,0.3702127659574468,True,False,246.66666666666666,217.5,True,False
125,126,3,168,25,1,2,1,1,True,6125,False,True,3,urban,urban,0.6600938967136151,0.339906103286385,True,False,200.85714285714286,181.0,True,False
126,127,3,118,21,1,2,1,1,True,6174,False,True,3,natural,urban,0.6193771626297578,0.3806228373702422,True,False,286.4,146.66666666666666,True,False
127,128,3,148,35,2,1,2,1,True,6223,True,False,1,natural,humans,0.5896551724137931,0.4103448275862069,True,False,228.0,190.4,True,False
128,129,3,97,134,2,1,2,1,True,6272,True,False,1,urban,urban,0.6907131011608624,0.3092868988391376,True,False,333.2,186.5,True,False
129,130,3,24,130,1,2,1,1,True,6321,False,True,3,indoor,humans,0.5128432240921169,0.4871567759078831,True,False,165.42857142857142,183.33333333333334,False,True
130,131,3,98,43,2,1,2,1,True,6370,True,False,1,natural,urban,0.6138248847926268,0.3861751152073733,True,False,222.0,209.5,True,False
131,132,3,90,72,2,1,2,1,True,6419,True,False,1,urban,natural,0.39826839826839827,0.6017316017316018,False,True,230.0,231.66666666666666,False,True
132,133,3,70,67,1,2,1,1,True,6468,False,True,3,natural,faces,0.10714285714285714,0.8928571428571429,False,True,228.0,190.0,True,False
133,134,3,196,48,2,1,2,1,True,6517,True,False,1,humans,indoor,0.4887152777777778,0.5112847222222222,False,True,225.2,235.6,False,True
134,135,3,128,55,1,2,1,1,True,6566,False,True,3,humans,urban,0.3275862068965517,0.6724137931034483,False,True,190.0,195.0,False,True
135,136,3,76,113,2,1,2,1,True,6615,True,False,1,faces,humans,0.3847472150814053,0.6152527849185947,False,True,224.5,239.33333333333334,False,True
136,137,3,185,4,2,1,2,1,True,6664,True,False,1,urban,indoor,0.8850771869639794,0.11492281303602059,True,False,206.4,134.0,True,False
137,138,3,163,114,1,2,1,1,True,6713,False,True,3,urban,humans,0.5657336726039016,0.4342663273960984,True,False,222.33333333333334,204.8,True,False
138,139,3,124,143,1,2,1,1,True,6762,False,True,3,faces,urban,0.4392857142857143,0.5607142857142857,False,True,246.0,209.33333333333334,True,False
139,140,3,68,159,1,2,1,1,True,6811,False,True,3,urban,indoor,0.240608228980322,0.759391771019678,False,True,134.5,212.25,False,True
140,141,3,20,107,2,1,2,1,True,6860,True,False,1,urban,urban,0.6990566037735849,0.3009433962264151,True,False,211.71428571428572,212.66666666666666,False,True
141,142,3,23,45,2,1,2,1,True,6909,True,False,1,humans,urban,0.381993006993007,0.618006993006993,False,True,174.8,235.66666666666666,False,True
142,143,3,125,9,2,1,2,1,True,6958,True,False,1,humans,humans,0.49782797567332754,0.5021720243266724,False,True,229.2,192.66666666666666,True,False
143,144,3,190,196,2,1,2,1,True,7007,True,False,1,indoor,humans,0.5888013998250219,0.4111986001749781,True,False,224.33333333333334,235.0,False,True
144,145,3,122,160,1,2,1,1,True,7056,False,True,3,humans,faces,0.6979166666666666,0.3020833333333333,True,False,268.0,174.0,True,False
145,146,3,90,176,1,2,1,1,True,7105,False,True,3,urban,faces,0.5383944153577661,0.46160558464223383,True,False,246.8,211.6,True,False
146,147,3,29,67,2,1,2,1,True,7154,True,False,1,urban,faces,0.5115658362989324,0.4884341637010676,True,False,230.0,137.25,True,False
147,148,3,58,12,1,2,1,1,True,7203,False,True,3,humans,urban,0.519893899204244,0.48010610079575594,True,False,196.0,181.0,True,False
148,149,3,140,93,2,1,2,1,True,7252,True,False,1,indoor,faces,0.5496921723834652,0.45030782761653476,True,False,208.33333333333334,170.66666666666666,True,False
149,150,3,180,89,1,2,1,1,True,7301,False,True,3,faces,urban,0.1604032997250229,0.8395967002749771,False,True,116.66666666666667,203.55555555555554,False,True
150,151,3,18,15,2,1,2,1,True,7350,True,False,1,urban,humans,0.5459459459459459,0.4540540540540541,True,False,202.0,201.6,True,False
151,152,3,85,42,2,1,2,1,True,7399,True,False,1,natural,noise,0.7465690759377859,0.25343092406221407,True,False,181.33333333333334,184.66666666666666,False,True
152,153,3,151,16,1,2,1,1,True,7448,False,True,3,indoor,noise,1.0,0.0,True,False,272.75,,False,False
153,154,3,182,129,1,2,1,1,True,7497,False,True,3,urban,natural,0.6397941680960549,0.3602058319039451,True,False,248.66666666666666,280.0,False,True
154,155,3,139,140,2,1,2,1,True,7546,True,False,1,humans,indoor,0.8546617915904936,0.1453382084095064,True,False,233.75,159.0,True,False
155,156,3,143,83,1,2,1,1,True,7595,False,True,3,urban,humans,0.5434969853574505,0.45650301464254955,True,False,210.33333333333334,212.0,False,True
156,157,3,2,25,2,1,2,1,True,7644,True,False,1,urban,urban,0.529886914378029,0.4701130856219709,True,False,218.66666666666666,232.8,False,True
157,158,3,76,169,1,2,1,1,True,7693,False,True,3,faces,urban,0.29292929292929293,0.7070707070707071,False,True,139.2,280.0,False,True
158,159,3,18,40,1,2,1,1,True,7742,False,True,3,urban,urban,0.5948808473080318,0.40511915269196824,True,False,192.57142857142858,183.6,True,False
159,160,3,130,71,1,2,1,1,True,7791,False,True,3,humans,urban,0.5756422454804948,0.42435775451950525,True,False,151.25,148.66666666666666,True,False
160,161,3,156,150,1,2,2,1,True,7840,False,True,3,urban,faces,0.5311447811447811,0.46885521885521886,True,False,315.5,185.66666666666666,True,False
161,162,3,111,176,2,1,2,1,True,7889,True,False,1,faces,faces,0.5028901734104047,0.49710982658959535,True,False,243.6,240.8,True,False
162,163,3,97,108,1,2,1,1,True,7938,False,True,3,urban,urban,0.39880952380952384,0.6011904761904762,False,True,234.5,202.0,True,False
163,164,3,109,112,1,2,1,1,True,7987,False,True,3,faces,natural,0.5398373983739837,0.46016260162601624,True,False,265.6,377.3333333333333,False,True
164,165,3,23,64,1,2,1,1,True,8036,False,True,3,humans,urban,0.3605980650835532,0.6394019349164468,False,True,273.3333333333333,207.71428571428572,True,False
165,166,3,139,131,1,2,1,1,True,8085,False,True,3,humans,urban,0.6917497733454215,0.3082502266545784,True,False,218.0,226.66666666666666,False,True
166,167,3,100,104,2,1,1,1,True,8134,True,False,1,faces,indoor,0.37608318890814557,0.6239168110918544,False,True,217.0,205.71428571428572,True,False
167,168,3,150,116,1,2,1,1,True,8183,False,True,3,faces,natural,0.6156491831470335,0.38435081685296646,True,False,204.57142857142858,223.5,False,True
168,169,3,77,89,2,1,2,1,True,8232,True,False,1,natural,urban,0.2465156794425087,0.7534843205574913,False,True,188.66666666666666,216.25,False,True
169,170,3,41,183,2,1,2,1,True,8281,True,False,1,indoor,humans,0.49213286713286714,0.5078671328671329,False,True,281.5,193.66666666666666,True,False
170,171,3,145,133,2,1,2,1,True,8330,True,False,1,natural,humans,0.5276338514680483,0.47236614853195164,True,False,244.4,182.33333333333334,True,False
171,172,3,74,55,2,1,2,1,True,8379,True,False,1,urban,urban,0.46794871794871795,0.532051282051282,False,True,204.4,193.66666666666666,True,False
172,173,3,28,40,2,1,2,1,True,8428,True,False,1,natural,urban,0.5269516728624535,0.47304832713754646,True,False,283.5,203.6,True,False
173,174,3,121,166,2,1,2,1,True,8477,True,False,1,urban,natural,0.7427843803056027,0.25721561969439727,True,False,194.44444444444446,202.0,False,True
174,175,3,147,136,2,1,2,1,True,8526,True,False,1,indoor,urban,0.33362445414847164,0.6663755458515284,False,True,254.66666666666666,190.75,True,False
175,176,4,21,114,0,0,0,1,True,8575,False,False,2,urban,humans,0.3791257805530776,0.6208742194469223,False,True,212.5,198.85714285714286,True,False
176,177,4,160,64,0,0,0,1,True,8624,False,False,2,faces,urban,0.3678357570573139,0.632164242942686,False,True,143.33333333333334,295.6,False,True
177,178,4,8,129,0,0,0,1,True,8673,False,False,2,indoor,natural,0.4078826764436297,0.5921173235563703,False,True,222.5,184.57142857142858,True,False
178,179,4,190,131,0,0,0,1,True,8722,False,False,2,indoor,urban,0.6350974930362117,0.3649025069637883,True,False,195.42857142857142,196.5,False,True
179,180,4,108,2,0,0,0,1,True,8771,False,False,2,urban,urban,0.8339317773788151,0.16606822262118492,True,False,185.8,123.33333333333333,True,False
180,181,4,98,111,0,0,0,1,True,8820,False,False,2,natural,faces,0.6687279151943463,0.33127208480565373,True,False,378.5,125.0,True,False
181,182,4,41,100,0,0,0,1,True,8869,False,False,2,indoor,faces,0.6039518900343642,0.3960481099656357,True,False,200.85714285714286,184.4,True,False
182,183,4,83,50,0,0,0,1,True,8918,False,False,2,humans,natural,0.8575174825174825,0.14248251748251747,True,False,218.0,163.0,True,False
183,184,4,74,169,0,0,0,1,True,8967,False,False,2,urban,urban,0.7440476190476191,0.25595238095238093,True,False,218.75,150.5,True,False
184,185,4,26,12,0,0,0,1,True,9016,False,False,2,urban,urban,0.8130590339892666,0.18694096601073346,True,False,227.25,139.33333333333334,True,False
185,186,4,162,86,0,0,0,1,True,9065,False,False,2,urban,natural,0.3958333333333333,0.6041666666666666,False,True,174.8,222.33333333333334,False,True
186,187,4,20,125,0,0,0,1,True,9114,False,False,2,urban,humans,0.4432900432900433,0.5567099567099567,False,True,204.8,183.71428571428572,True,False
187,188,4,127,1,0,0,0,1,True,9163,False,False,2,faces,natural,0.6968641114982579,0.30313588850174217,True,False,266.6666666666667,174.0,True,False
188,189,4,194,30,0,0,0,1,True,9212,False,False,2,natural,indoor,0.6332752613240418,0.3667247386759582,True,False,207.71428571428572,168.4,True,False
189,190,4,175,14,0,0,0,1,True,9261,False,False,2,humans,urban,0.6187050359712231,0.381294964028777,True,False,229.33333333333334,212.0,True,False
190,191,4,145,147,0,0,0,1,True,9310,False,False,2,natural,indoor,0.37285223367697595,0.627147766323024,False,True,217.0,243.33333333333334,False,True
191,192,4,16,110,0,0,0,1,True,9359,False,False,2,noise,faces,0.18307567127746135,0.8169243287225386,False,True,225.0,223.11111111111111,True,False
192,193,4,116,112,0,0,0,1,True,9408,False,False,2,natural,natural,0.4415475189234651,0.5584524810765349,False,True,262.5,221.33333333333334,True,False
193,194,4,63,71,0,0,0,1,True,9457,False,False,2,faces,urban,0.4787676935886761,0.5212323064113239,False,True,230.0,250.4,False,True
