index,gbvs_left,gbvs_right,deepgaze_left,deepgaze_right,idx_trial_subj
78,976116.94,826289.06,479219.6681635638,428672.0158816979,3871
79,997859.06,578987.56,797119.8068086507,663650.7109036464,3920
80,733751.94,1446727.4,424384.6160880764,622380.4215347496,3969
81,1233973.5,1073643.4,699257.0642370675,551871.1101032551,4018
82,853258.5,699648.06,826429.6395669595,556592.1919442799,4067
83,625175.9,564098.94,363086.7405480786,657328.8931167092,4116
84,505946.88,1240208.8,331155.5122961178,1016877.0708587823,4165
85,421978.0,719022.5,662595.4579084064,766676.2176501176,4214
86,928818.3,1168032.9,1151305.031917808,860396.5278521166,4263
87,1027878.44,1363759.8,575956.0753271857,799664.1419410885,4312
88,988676.1,1137497.8,710602.5245067147,1121678.218301621,4361
89,891478.3,860436.9,434415.073140486,640302.0871017164,4410
90,853035.9,349831.84,544326.0925015265,496439.7995130115,4459
91,1281159.1,1146122.1,681205.6192763179,1316521.1100180568,4508
92,1093223.5,1027566.94,662232.2649586644,474439.3915945383,4557
93,1061179.9,1174385.0,522765.12862310186,1034126.771607052,4606
94,882220.44,1370893.6,379933.91839436773,718041.0558907903,4655
95,1147592.0,921196.6,968422.7198540043,1015123.4828078542,4704
96,720971.0,837332.75,650948.8272849778,533415.4173581729,4753
97,714578.7,736222.2,528284.5603308622,211850.34119818185,4802
98,556593.1,938739.0,781298.7008259653,800666.0059824671,4851
99,1173753.4,879113.06,251026.4583400525,616544.0884005512,4900
100,1261919.6,1165183.5,884297.3616910013,610416.975413397,4949
101,1192065.6,1159594.1,536435.9618705937,718079.1262726161,4998
102,553931.94,1310772.8,365010.8285844361,756461.0878293425,5047
103,923058.2,1473360.2,481188.82786464883,1334611.7387518885,5096
104,712370.56,1188698.2,406307.78678369196,863883.5788153532,5145
105,1284138.6,825815.44,744375.4733874769,395719.53396887606,5194
106,893760.44,1174785.4,366880.7489218928,816920.2297818568,5243
107,917846.1,1123503.9,548426.7156364509,782156.5990740693,5292
108,469427.62,650445.8,282723.5681844425,600867.2308026613,5341
109,1067797.5,1023429.7,414077.6223691612,759356.3911302935,5390
110,724793.06,771800.9,583452.6334072727,376902.06769827474,5439
111,619049.3,1016980.6,620876.5026014908,536178.2868501446,5488
112,1193285.6,1216583.8,434412.90094289667,816854.624614766,5537
113,1553643.4,921829.9,808638.6237670772,716218.2007780457,5586
114,698741.5,1135426.5,395684.50543451274,260427.21310196936,5635
115,1442508.8,1240304.9,361005.93881632324,766820.4243400397,5684
116,1019211.1,1120618.0,873328.22408458,566303.5676801809,5733
117,81562.09,746326.5,42278.493458804056,792680.7683904911,5782
118,1090229.6,761004.5,675384.699176407,678692.5905672533,5831
119,1165880.1,1286755.1,578524.8073074947,978671.6662053326,5880
120,968233.75,894123.6,741643.3718601114,760035.1812167102,5929
121,649849.4,1081148.1,336141.9195271728,674420.0715551651,5978
122,487955.72,849037.2,698723.8037832173,448041.4866730533,6027
123,830181.0,1125056.2,543906.5372777916,858655.6542921402,6076
124,1133793.5,1128759.2,910876.0510654913,699295.8994090075,6125
125,1209382.2,1240353.1,425421.1773313028,862106.3392407976,6174
126,1187464.5,918073.94,711815.481497013,1010561.7471607843,6223
127,776697.5,803448.4,535320.208571311,486185.4313971305,6272
128,938007.56,1019961.1,447649.24240944686,841216.6468718128,6321
129,843509.5,1011985.6,974291.0166033031,986515.093325092,6370
130,1205762.6,1361917.0,607032.50874591,556584.3154441902,6419
131,1109802.8,876722.4,391358.27673670324,551360.3156699648,6468
132,828874.06,606459.6,854915.9581028948,539475.7554275725,6517
133,1091440.9,992947.3,402251.9704891726,654472.9905143761,6566
134,744942.2,1338538.8,380336.59955835715,902559.235680168,6615
135,1245813.6,621758.44,425845.25818299514,284817.70088393486,6664
136,1184719.6,1120825.8,536820.5423177987,644062.8985446155,6713
137,903274.06,1325308.2,423200.8786682511,726803.1307500644,6762
138,1304051.0,1277657.6,1182829.432783139,900677.146641152,6811
139,1165301.1,700184.3,942203.3721147974,692051.9678703536,6860
140,893265.7,1420027.9,744380.837233714,677203.9649473312,6909
141,1074573.8,1008607.25,976514.247102567,651308.8877563901,6958
142,1277562.5,1490456.2,888192.118850195,850083.3008937384,7007
143,989904.25,481443.25,790234.8067240085,431539.04372838535,7056
144,1169713.5,1224451.6,587283.795878285,497158.8266589163,7105
145,1436981.8,863389.44,689963.3379111387,532371.7596260423,7154
146,1386819.8,1210169.9,745950.65993301,413739.2336379342,7203
147,948415.4,415672.5,847937.3594226167,420780.277187587,7252
148,972425.7,1257389.8,562517.2872046913,1122478.2061573912,7301
149,1060377.6,911217.3,561458.4685447067,549760.3370090899,7350
150,1242434.4,121692.28,950726.6331913377,57768.05273632495,7399
151,748689.7,63662.688,820563.123943287,34940.89800388263,7448
152,1128904.8,1328159.6,1116969.3997216816,449600.73159813473,7497
153,592465.5,730362.94,787200.9832459833,778238.3161599215,7546
154,765598.6,1090804.8,603796.4709863887,928667.3197863417,7595
155,908732.0,1240658.2,514402.6939082709,699386.6628339806,7644
156,825062.4,1567362.8,466269.1482676869,724640.8086484272,7693
157,902970.3,753662.8,652335.4851157124,727817.1092282193,7742
158,1268760.2,1393085.2,829809.5853865831,747431.2614094827,7791
159,1308639.9,944127.6,638671.9896940038,591865.0917338213,7840
160,917923.1,1153558.4,485326.25182795915,498163.125269983,7889
161,1014110.2,659370.1,533033.088534829,758333.1647391235,7938
162,892680.25,1159231.2,523495.0888039048,698699.3182463851,7987
163,1246432.4,1160018.2,744215.9556758864,483009.9375337487,8036
164,1389683.2,884122.4,787426.8612914007,191060.8796338995,8085
165,469415.7,798420.0,481753.0400749113,543424.3684762267,8134
166,1011338.7,1308868.1,588195.2063577605,1334405.0556911344,8183
167,1161062.1,1186331.5,569085.0758758151,1122309.0209425262,8232
168,941217.7,1362614.5,432095.16954533674,886336.8452786482,8281
169,1095213.8,760768.75,391233.0129670374,773608.153458488,8330
170,915223.94,1076869.1,545227.4689677403,654199.8042466539,8379
171,1073157.1,1009689.4,545389.522265136,727930.9926590634,8428
172,1167507.6,937972.5,873339.8785897762,376015.50854535605,8477
173,871632.5,790716.94,771204.6561714483,759953.5488389587,8526
174,845223.94,1149305.8,715106.5236653232,644022.1622722548,8575
175,525923.25,840572.94,491569.8275524773,530993.3810517121,8624
176,778015.7,786198.2,444697.90887841285,415065.3842428352,8673
177,1407743.5,848008.25,1127016.0622903134,232510.7473189413,8722
178,754569.2,795563.25,767292.7228352302,402211.94928751426,8771
179,1359863.4,829551.8,792922.1562900275,505051.1855251275,8820
180,896448.94,482620.94,438718.17824017984,409503.4132905776,8869
181,1367500.2,990769.2,946589.0413551633,774915.1972748144,8918
182,1087990.6,1595286.1,798882.8324055703,847527.96950935,8967
183,979667.94,1345660.5,602749.8527665997,442400.81705552724,9016
184,1442639.2,866047.44,737674.1068667299,684651.7048392806,9065
185,1132087.1,1368414.8,702636.8183144156,1064782.3671496948,9114
186,991725.3,1389542.2,469846.46740345005,560608.5900057767,9163
187,1081715.1,1214117.8,459072.59024418134,603686.9839720862,9212
188,793749.5,868345.1,1332847.6234625757,723804.5651691268,9261
189,1110851.1,849030.75,391684.24040942563,777999.1915918919,9310
190,283024.03,1068161.4,32253.603399657943,530733.526864951,9359
191,758155.06,788188.25,1436537.581654029,786760.8591102789,9408
192,781928.44,1333199.8,431713.7039069048,756177.153170008,9457
193,1189300.6,586132.3,834206.7487237194,677036.9115373902,9506
194,840395.4,1118663.1,434254.4322653992,550865.8241551461,9555
195,1274657.0,1081377.8,689536.2772255351,857892.2590975781,9604
196,1313699.6,1123187.4,518426.7821696188,882791.7636786032,9653
197,720045.0,1046879.75,457426.649077137,708240.1651746315,9702
198,1083934.5,881763.8,599529.861794216,497414.42149522825,9751
199,1360176.0,452166.0,949891.6886320931,296446.04379887506,1
200,1143831.0,795791.56,1043960.4252376456,518988.944369982,50
201,845031.0,939183.9,1182778.9857934762,750478.4824460845,99
202,807296.56,661684.0,997408.6898261554,1208656.7709078148,148
203,1282853.4,1266173.2,616740.2774969502,766824.4938303649,197
204,1037276.44,1498114.8,578922.5231333001,1341618.4182849936,246
205,754272.0,898183.94,719196.3467446852,946865.0030450675,295
206,1004645.0,709547.75,612685.8862182202,425152.09637960716,344
207,780094.75,894833.9,683717.8331214446,601896.6941918926,393
208,821654.1,732160.0,820487.4982987191,640696.2177606412,442
209,1453581.9,956610.75,1176753.9247384763,599591.7202281584,491
210,1190835.4,841243.1,680286.7754488011,629369.6694856944,540
211,911382.25,974195.6,569276.9809178618,818454.8945491491,589
212,793551.4,1276643.5,542875.9027310981,974143.7082848606,638
213,933421.9,1159019.6,380240.66583548527,573983.318725558,687
214,1015407.5,1371943.9,830162.4082181996,714152.6019855865,736
215,75543.016,857858.94,39813.87117824922,852735.9796713305,785
216,786107.1,885464.4,397387.0376929502,643778.3551706048,834
217,930554.3,1037730.6,1022923.3419507628,448036.284018774,883
218,1468120.6,1383127.8,787530.2034787984,1085854.366506132,932
219,510387.34,731379.1,684693.5049878791,796796.1572348543,981
220,1289330.0,1284162.8,589954.2258626418,708152.5555258488,1030
221,284889.53,638040.25,409738.13822793175,486142.80523722625,1079
222,701836.1,837037.56,545246.496342308,727489.6324011498,1128
223,715286.9,853968.56,589868.1922289866,990176.2311793397,1177
224,1009670.06,736657.9,417013.2806924833,709906.7270581865,1226
225,606527.25,783289.3,1338971.9620808188,737241.3620875154,1275
226,1279968.9,1366458.0,667713.0252403105,766845.991369482,1324
227,965386.94,517059.16,688536.876861296,732737.654244254,1373
228,1057342.5,747756.6,760037.3770320119,841105.8401254861,1422
229,654633.6,1012352.44,479808.89013650076,937695.1945509787,1471
230,1436542.8,967880.7,800164.2340063474,708946.0841863818,1520
231,1368356.4,1371440.5,1075685.3151427214,722610.9184324496,1569
232,884969.44,894004.06,767276.9572376923,984018.4826367807,1618
233,671738.9,1184244.6,224123.15097162145,708282.409063435,1667
234,1077948.8,1327760.4,539519.4901385992,945669.129242179,1716
235,756160.1,1075279.4,1304867.5686413788,727260.5658660572,1765
236,977625.06,1067039.1,411724.4173184682,599166.1072058014,1814
237,954453.7,1052602.8,623287.2696485528,762705.5320911296,1863
238,579358.44,923776.4,436348.3208097144,618254.2386971229,1912
239,1305111.6,1055704.0,1332822.0519935612,833104.9635934447,1961
240,479152.03,1015026.75,204897.6907073222,699457.798848842,2010
241,998235.25,1045022.1,767309.6233686645,656569.0021665003,2059
242,897556.44,1190216.2,412415.78308197117,1351926.5188182688,2108
243,995443.9,679557.4,417419.2790856119,271298.9421658017,2157
244,1052277.5,1361145.6,565780.6252416577,813787.1250973023,2206
245,1155507.4,1510641.1,704355.8890042203,849938.4337440325,2255
246,1183494.1,826831.6,565246.1065775554,414426.30966978625,2304
247,494060.75,687117.1,606483.6801466239,784381.3907511734,2353
248,645003.56,1053669.8,400697.7464522653,689094.902827679,2402
249,593572.56,940333.44,730302.1722299908,849433.3690484122,2451
250,527902.0,1202909.0,430242.97617521865,829158.6115462041,2500
251,794171.2,1501406.8,765247.6103662367,921698.0579025617,2549
252,844554.06,532656.94,927623.0544191654,525411.8783081769,2598
253,858748.4,799892.75,989897.1459811515,854744.7754786224,2647
254,689308.1,287766.22,612073.0196735493,224500.2045020537,2696
255,756914.75,1044522.5,601037.8768348215,554046.6035643289,2745
256,1521572.8,635547.9,737647.4487617733,356485.40667695936,2794
257,850497.6,958350.94,744507.6400158058,485791.7789368283,2843
258,594424.9,1105491.0,261651.98081189062,928627.0243372121,2892
259,502068.56,1274545.2,482201.446733498,791523.6756076844,2941
260,1336985.0,1266896.1,475790.28099092783,381788.96341150126,3039
261,1100766.2,1327026.4,560478.5768595447,441801.0635625366,3088
262,704555.1,951007.25,830821.3853927675,800540.6733711407,3137
263,1333001.5,934535.75,964023.6397685941,600166.688194674,3186
264,1376386.9,910148.4,1182516.6085914325,643999.6837810748,3235
265,163316.39,1378950.2,55435.9618531576,1609887.9336247798,3284
266,644030.0,805149.9,282266.1221331955,571389.4536112697,3333
267,681739.4,796769.8,409853.1414294186,845945.7455118998,3382
268,743102.9,1223108.6,840142.9405160554,699348.9325693953,3480
269,1472768.1,895541.75,414155.80184055364,835954.426276742,3529
270,1136504.0,622268.56,743998.0303212145,1280700.5026314151,3578
271,984005.1,1214029.0,772242.0697913975,946273.1301795921,3627
272,958048.44,1133118.5,412361.1698210374,816835.0904793092,3676
273,1294621.5,800983.75,740680.0274779166,735057.3208805382,3725
274,679926.2,771229.5,456948.1339920066,386021.48952051287,3774
275,1262672.5,733283.8,909280.7671925853,498766.44535422063,3823
276,970599.7,1051572.5,794154.8135741599,561107.5873073349,3872
277,1121059.5,890351.5,404949.3386140874,334302.62848275376,3921
278,760847.44,1241873.9,330151.7947477806,847255.5691034257,3970
279,579179.2,1023277.1,576443.990165902,439979.25428620336,4068
280,985403.3,1012888.75,548615.6841471823,829399.7031285695,4117
281,578536.6,582674.9,555376.9673646037,897634.3483655888,4166
282,726510.8,1322988.1,284410.7586806287,624992.2988159811,4215
283,747765.0,1402497.8,498547.246131111,1064460.094746287,4264
284,939105.5,1282279.9,641063.8459332362,579798.9372340537,4313
285,871614.9,1409867.6,446759.8089738045,850463.9224543461,4362
286,555066.9,891934.56,738027.1837057811,624217.6898161131,4411
287,943105.3,1065506.6,1004824.2824038498,608943.5532833734,4460
288,949215.25,983249.56,572955.5712222018,863160.7834510356,4509
289,1203899.8,667457.2,690293.3250920506,459031.23315535364,4558
290,482939.84,949535.6,422531.1505225421,472587.8024576681,4607
291,1419071.9,802933.56,457414.1101784273,306977.6937258327,4656
292,820089.1,1190257.2,458598.7423909019,694501.3491359681,4705
293,954882.6,1306875.2,876631.9461117141,898602.7692214133,4754
294,996558.25,80051.37,805538.9268928856,45844.432437977914,4803
295,598694.94,801120.1,469637.1774010649,478058.83105507534,4852
296,1077386.8,884520.9,251058.4210251507,357672.80129154696,4901
297,807195.1,863934.5,847817.1663918345,784804.4162767776,4950
298,1082564.2,1333910.4,811100.51473228,422645.649511759,4999
299,873765.94,1157007.6,698773.7774969764,1013682.7036488733,5048
300,1077852.5,895870.6,864834.6493262886,954963.9374100174,5097
301,1027029.06,1209904.5,911577.6732529919,928564.5139480674,5146
302,1322412.1,1300552.0,874146.4696263748,1010575.8572157928,5195
303,86707.555,1152481.2,41916.09625304743,707905.0922395682,5244
304,1275935.5,1148861.1,789464.6913177371,723849.6622904335,5293
305,1317236.2,938266.44,737443.692831791,605594.6382233903,5342
306,679046.9,435956.34,423813.3535407818,489859.5430205152,5391
307,856195.7,1075332.8,630097.9683241523,816573.2438861312,5440
308,802877.0,901224.06,241086.04688433468,815374.1162309357,5489
309,943819.25,1051737.9,386833.29248175665,1009255.6971926086,5538
310,1384636.5,792563.44,707060.2876163239,720176.7394643199,5587
311,692729.6,482030.38,315157.9644321604,496742.4972645764,5636
312,538989.9,635104.2,454328.85489211336,285542.95846682106,5685
313,891531.7,1230842.5,961339.8521444795,796704.5324367939,5734
314,713734.5,984028.56,499659.67800367554,698135.9997451989,5783
315,748538.7,1030021.56,749774.898209523,529365.0172131445,5832
316,1311692.5,1198269.8,363793.23435637867,713658.0556887212,5881
317,1628895.8,1390270.6,957409.615763169,592449.5378662831,5930
318,597621.06,1117122.4,593662.3781606907,865717.5307882298,5979
319,1330514.0,127056.016,844173.2357018653,38814.48956619984,6028
320,934974.94,760831.0,796565.1794081569,792612.519116698,6077
321,983016.2,587032.25,505443.6406042713,551772.4045990084,6126
322,1108880.5,1475117.4,537547.3164831699,803051.753868767,6175
323,1027901.06,1213811.5,458738.3402010833,825768.7449246175,6224
324,949627.44,1203324.6,370713.90791579866,713756.7932242798,6273
325,732071.8,739172.56,694608.367084147,864417.4998639226,6322
326,354564.5,779435.56,431753.9128403444,651299.1877438305,6371
327,872864.2,1089512.5,1004955.3856909244,623266.6719825838,6420
328,1027874.3,1550183.4,455930.4663338157,977002.4965189456,6469
329,868310.06,561511.3,464617.846207647,688786.0065555039,6518
330,701660.44,1316291.5,844783.1564103975,859558.2607943289,6567
331,982430.3,962047.44,702367.2570042068,718619.4595030874,6616
332,792786.7,987635.2,584441.3039866257,698070.6145788495,6665
333,1257831.5,611753.25,875872.4329118606,494282.2635681752,6714
334,687008.6,1264328.6,593472.8176677005,551088.5940958954,6763
335,1298022.1,1139437.5,863826.1377118899,1116407.8650067903,6812
336,1281916.6,890030.2,789576.7066678432,587475.0652067428,6861
337,1074867.2,969177.25,848302.9493556054,849192.3974842614,6910
338,886412.7,606060.6,500297.00447778736,504609.6174511878,6959
339,989137.56,576976.8,596704.1565469129,430737.0681432926,7008
340,344571.7,997773.94,252830.43592480486,842271.2701998536,7057
341,498076.8,1159219.6,428055.63182567613,644116.2036838302,7106
342,1470539.9,1105971.6,965774.4932649467,517680.3152208648,7155
343,697080.06,925414.75,1069481.7629465559,631055.160282458,7204
344,1074320.4,1003318.25,551024.4964507645,654275.5463921648,7253
345,582773.94,1020971.06,315246.0574375828,674429.509569953,7302
346,1016427.9,1008243.5,691183.8780892359,931910.8952172914,7351
347,1138884.5,1053706.2,664179.1060436966,385049.8314130431,7400
348,1327339.8,152825.5,1150690.9003312292,43976.79107286376,7449
349,590933.5,1239946.2,528200.5683611807,928019.5375862021,7498
350,832754.75,973710.56,560542.3799485714,779683.6286541537,7547
351,708223.3,811575.25,428744.4930824676,685052.0277116777,7596
352,398052.38,673455.06,545010.6316393038,497070.85688320437,7645
353,1050030.2,1069830.9,812873.1379824643,1123915.10358888,7694
354,761943.0,852784.25,314615.7774800554,651534.2536545867,7743
355,1384191.0,640477.4,512224.2314898746,489510.61311290483,7792
356,669631.3,925811.06,644573.6921251696,866681.1400145937,7841
357,1091737.5,1095078.1,775320.9874371331,817299.58067481,7890
358,1159747.8,890042.3,575940.8928174217,876131.97851466,7939
359,847539.94,860385.25,505111.2717525088,672364.4907173846,7988
360,1347835.8,982134.2,860919.4693539299,979380.9142996634,8037
361,870209.4,922871.3,864892.5497028168,678323.0146236831,8086
362,1081390.2,1275904.5,680523.6115381189,549688.7645146807,8135
363,1183080.9,817291.5,391352.4326100328,797499.5160696453,8184
364,1362801.5,588522.25,699093.073784216,478375.4365651313,8233
365,1090150.8,742857.94,378249.1441191429,477715.8641148124,8282
366,1002893.8,488494.9,599178.3327572941,456049.0142585697,8331
367,1123823.8,1087725.9,659631.0216263279,409630.9791340932,8380
368,727794.4,1283119.9,570433.3487672816,536819.562299721,8429
369,914213.25,1254570.8,790147.5723429316,727525.5077247404,8478
370,1069527.9,1253854.5,496142.173368071,609563.9347084888,8527
371,1053396.1,1268559.0,394098.4174133169,900408.8007752608,8576
372,745558.2,1018303.3,434954.8954622765,607494.042022341,8625
373,436970.94,676367.56,564737.6473563352,787090.9468526854,8674
374,1285347.1,966919.8,1141074.5462565818,689769.1140333599,8723
375,1185955.0,615577.44,875940.3103420276,579461.6303508607,8772
376,1213960.2,550456.75,831847.3442700914,720741.7697008736,8821
377,961234.8,832427.3,699228.0707838146,328053.0148185331,8870
378,1161257.8,1105183.4,391622.9417451819,686828.2274954873,8919
379,1120830.2,985761.4,1172031.180479022,680341.2686047803,8968
380,1146355.6,1400593.4,297441.7696430867,902718.6104275378,9017
381,1115814.4,1037596.56,558175.0874047659,945885.5017041808,9066
382,964031.25,782478.56,618177.8049818309,1010591.3464731326,9115
383,539833.25,784699.8,737665.4483720486,514922.8550564895,9164
384,1057041.6,1168886.9,548418.5369325953,636141.8683371688,9213
385,846228.9,905081.6,251019.8151815659,696852.8991796017,9262
386,1282562.4,1027246.4,613856.1787967789,725571.3808370604,9311
387,1507983.4,952843.5,732896.3915928442,735094.4751293849,9360
388,1098730.5,948083.8,859176.7963092417,824553.8224071204,9409
389,1363409.1,786511.0,563830.2222916737,531221.0440542655,9458
390,1106856.4,713517.8,536395.1103247307,345597.21715775435,9507
391,1057063.4,1240188.5,681569.2231571891,661274.2663975183,9556
392,1196740.9,1002530.5,551688.8257991334,718653.5157246757,9605
393,725449.4,1124559.5,428031.47240890044,817354.8198289414,9654
394,876811.4,1080401.2,738344.3193304812,926908.0370066923,9703
395,627402.8,778387.6,670641.5605493108,807932.2317432131,9752
396,759419.3,320865.62,400953.3234560289,493639.74380416883,2
397,908417.2,753374.1,529875.1493196232,402670.21354102733,51
398,865138.44,1215643.9,586300.1441285679,549799.3278046061,100
399,1183339.6,905337.5,806320.7504670174,187667.44421848966,149
400,1485057.6,1412163.9,965670.5761044453,710882.0159020298,198
401,759116.06,660649.3,678135.969214068,1351897.8596335133,247
402,656813.6,1003365.0,379885.99074064026,529216.6249742545,296
403,943287.3,732949.4,679202.2710480229,643784.1264781109,345
404,1302009.1,1047381.7,865717.4840880069,684875.2554337934,394
405,984091.56,1131912.4,423004.7402986589,529462.5746882415,443
406,755081.94,965191.44,682423.3071884199,849602.4868911842,492
407,1094653.6,1343528.9,766795.4828978599,983352.7539202896,541
408,904031.56,872889.7,458954.0893699628,652330.773367542,590
409,790856.3,1212173.2,627415.260846849,817214.7869293096,639
410,894799.94,771897.4,997241.7852093508,921839.3259163594,688
411,1085688.4,1132257.1,724695.4635833909,497646.5834747047,737
412,1120830.2,985761.4,1172031.2081740913,680341.2902932938,786
413,848035.1,1150415.9,793972.1395873288,878105.3747728086,835
414,1126562.6,711972.4,942515.6750182743,589049.6584568889,884
415,1038805.2,808384.25,682282.9599499955,1039995.0284731576,933
416,927154.6,613450.44,386725.7212512634,618769.2397634307,982
417,750863.8,1085706.5,568185.3042620905,536643.4584690082,1031
418,738661.2,492667.34,927927.0428091581,343388.87820305605,1080
419,659193.7,1046697.25,641061.3212397861,835211.2345214012,1129
420,1147257.5,876243.44,405135.9943704583,619026.9121686661,1178
421,742610.5,894437.94,382350.1576022613,808415.733272348,1227
422,818668.75,1170738.2,662519.2453765918,1004704.9441240624,1276
423,1204875.1,925090.6,904524.7362260127,584598.537967849,1325
424,986931.4,611522.3,1132323.4632869896,403279.3628816485,1374
425,785116.44,531024.25,997325.3521110393,685370.6066078866,1423
426,1145100.0,720211.0,668741.9109260624,672563.2930252241,1472
427,910608.56,623162.25,641538.7639318624,368474.57802242105,1521
428,1394780.0,1319221.0,1305627.1444085713,864063.3000202312,1570
429,499432.84,1265488.0,384201.9347254003,756346.236372102,1619
430,1186708.1,1044488.56,813259.5113062168,591539.3257840754,1668
431,1313801.4,1193066.5,713473.0404193219,593117.435871552,1717
432,697553.75,921903.75,431805.40900409094,637334.4871114468,1766
433,974435.94,79260.92,682257.9285389651,36873.30492454588,1815
434,817370.56,1115473.9,843903.2252811549,1128794.906908774,1913
435,932722.9,1273882.2,495938.3007898243,974159.9254438195,1962
436,662162.1,1454150.8,646721.1366523213,889954.0504068979,2011
